Flinn_product_category,Flinn_product_sub_category,Flinn_product_id,Flinn_product_name,Flinn_product_quantity,Flinn_product_price,Flinn_product_url,Flinn_image_url
Physics & Physical Science,Momentum & Collisions,AP6869,Collisions in One Dimension—Classroom Set,1,$172.59,https://www.flinnsci.com/collisions-in-one-dimension---classroom-set/ap6869/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5625etc.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Momentum & Collisions,AP5625,Collisions in One Dimension—Individual Kit,1,$28.69,https://www.flinnsci.com/collisions-in-one-dimension---individual-kit/ap5625/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5625_e2.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP11406,"360Science™: The Buoyant Force , 3-Year Access",1,$135.00,https://www.flinnsci.com/360science-the-buoyant-force--3-year-access/ap11406/,https://www.flinnsci.com/globalassets/flinn-scientific/images-for-landing-pages/pavo/pavo-product-image-for-kit-pages--360science.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP11306,"360Science™: The Buoyant Force , 1-Year Access",1,$125.10,https://www.flinnsci.com/360science-the-buoyant-force--1-year-access/ap11306/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/ap11306.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP11405,"360Science™: Forces and Motion , 3-Year Access",1,$164.00,https://www.flinnsci.com/360science-forces-and-motion--3-year-access/ap11405/,https://www.flinnsci.com/globalassets/flinn-scientific/images-for-landing-pages/pavo/pavo-product-image-for-kit-pages--360science.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP11305,"360Science™: Forces and Motion , 1-Year Access",1,$155.33,https://www.flinnsci.com/360science-forces-and-motion--1-year-access/ap11305/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/ap11305.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP11402,"360Science™: Model Projectile Motion , 3-Year Access",1,$130.00,https://www.flinnsci.com/360science-model-projectile-motion--3-year-access/ap11402/,https://www.flinnsci.com/globalassets/flinn-scientific/images-for-landing-pages/pavo/pavo-product-image-for-kit-pages--360science.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP11302,"360Science™: Model Projectile Motion , 1-Year Access",1,$119.89,https://www.flinnsci.com/360science-model-projectile-motion--1-year-access/ap11302/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/ap11302.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP11401,"360Science™: Free Fall Acceleration , 3-Year Access",1,$88.61,https://www.flinnsci.com/360science-free-fall-acceleration--3-year-access/ap11401/,
Physics & Physical Science,Motion,AP11301,"360Science™: Free Fall Acceleration , 1-Year Access",1,$70.00,https://www.flinnsci.com/360science-free-fall-acceleration--1-year-access/ap11301/,
Physics & Physical Science,Motion,AP11400,"360Science™: Motion Plots , 3-Year Access",1,$54.21,https://www.flinnsci.com/360science-motion-plots--3-year-access/ap11400/,
Physics & Physical Science,Motion,AP11300,"360Science™: Motion Plots , 1-Year Access",1,$38.57,https://www.flinnsci.com/360science-motion-plots--1-year-access/ap11300/,
Physics & Physical Science,Motion,AP9967,Gravitron Space Gyroscope,1,$13.17,https://www.flinnsci.com/gravitron-space-gyroscope/ap9967/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9967_e.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP9568,Fidget Spinner,1,$11.22,https://www.flinnsci.com/fidget-spinner/ap9568/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9568.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6394,"Stroboscope, Hand-held",1,$335.09,https://www.flinnsci.com/stroboscope-handheld/ap6394/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6394.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP5720,Stroboscope,1,$769.78,https://www.flinnsci.com/stroboscope/ap5720/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5720.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP9224,"Accelerometer, Pocket",1,$39.11,https://www.flinnsci.com/accelerometer-pocket/ap9224/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9224.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP9222,Replacement Paper for Acceleration Timer,1,$6.51,https://www.flinnsci.com/replacement-paper-for-acceleration-timer/ap9222/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9222.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP9221,Acceleration Timer—AC,1,$99.04,https://www.flinnsci.com/acceleration-timer---ac/ap9221/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9221etc.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP5766,"Spark Paper, 100 m",1,$40.33,https://www.flinnsci.com/spark-paper-100-m/ap5766/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5766.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP5745,Electronic Stop Clock,1,$711.64,https://www.flinnsci.com/electronic-stop-clock/ap5745/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5745_a.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP5712,Universal Spark Generator,1,$829.41,https://www.flinnsci.com/universal-spark-generator/ap5712/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5712.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP5614,"Replacement Carbon Discs, Pkg. of 12",1,$6.17,https://www.flinnsci.com/replacement-carbon-discs-pkg.-of-12/ap5614/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5612etc.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP5613,Replacement Tape,1,$5.73,https://www.flinnsci.com/replacement-tape/ap5613/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5612etc.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP5612,"Acceleration Timer, AC, Mountable",1,$66.74,https://www.flinnsci.com/acceleration-timer-ac-mountable/ap5612/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5612etc.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6038,Gyroscope and Gimbal Cradle Kit,1,$88.54,https://www.flinnsci.com/gyroscope-and-gimbal-cradle-kit/ap6038/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6038.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP1955,Gyroscope,1,$13.17,https://www.flinnsci.com/gyroscope/ap1955/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1955.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6714,Moment of Inertia Set,1,$164.75,https://www.flinnsci.com/moment-of-inertia-set/ap6714/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6714.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP4633,Variable Inertia Kit,1,$22.25,https://www.flinnsci.com/variable-inertia-kit/ap4633/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4633.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP1972,Celt,1,$6.38,https://www.flinnsci.com/celt/ap1972/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap1972.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6382,Circular Motion Paradox—Demonstration Kit,1,$68.82,https://www.flinnsci.com/circular-motion-paradox---demonstration-kit/ap6382/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6382.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6202,Bracken’s Demonstration Spinner,1,$32.04,https://www.flinnsci.com/brackens-demonstration-spinner/ap6202/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6202.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6161,Standing Wave Generator,1,$33.45,https://www.flinnsci.com/standing-wave-generator/ap6161/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6161.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP7842,The Flying Pig - Physics Lab Demonstration Experiment,1,$18.77,https://www.flinnsci.com/the-flying-pig/ap7842/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7842.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,TC2325,Calculator-Based Ranger™ 2,1,$163.71,https://www.flinnsci.com/calculator-based-ranger-2/tc2325/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc2325.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,TC2321,Motion Detector 2,1,$120.00,https://www.flinnsci.com/motion-detector-2/tc2321/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/tc2321.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP7802,"Velocity Speed Gun, Digital",1,$213.71,https://www.flinnsci.com/velocity-speed-gun-digital/ap7802/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7802_a.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP7788,Catapult,1,$22.70,https://www.flinnsci.com/catapult/ap7788/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7788.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6032,“Speed of Bubble” Tube Set,1,$49.87,https://www.flinnsci.com/speed-of-bubble-tube-set/ap6032/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6032.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP9231,Trajectory Apparatus,1,$64.89,https://www.flinnsci.com/trajectory-apparatus/ap9231/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9231.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP7864,Leonardo da Vinci Trebuchet,1,$28.97,https://www.flinnsci.com/leonardo-da-vinci-trebuchet/ap7864/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7864.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP7800,Marble Launcher,1,$89.00,https://www.flinnsci.com/marble-launcher/ap7800/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7800.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6907,Trebuchet,1,$28.15,https://www.flinnsci.com/trebuchet/ap6907/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6907.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP5696,Projectile Launcher,1,$141.21,https://www.flinnsci.com/projectile-launcher/ap5696/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5696.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP4637,Ballistic Car,1,$105.37,https://www.flinnsci.com/ballistic-car/ap4637/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4637.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP7039,Modeling Projectile Motion—Super Value Kit,1,$27.96,https://www.flinnsci.com/modeling-projectile-motion---super-value-kit/ap7039/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7039.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6755,Projectile Motion with an Inclined Plane—Super Value Laboratory Kit,1,$38.54,https://www.flinnsci.com/projectile-motion-with-an-inclined-plane---super-value-laboratory-kit/ap6755/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6755.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Motion,AP6624,Rubber Band Cannon—Super Value Laboratory Kit,1,$132.24,https://www.flinnsci.com/rubber-band-cannon---super-value-laboratory-kit/ap6624/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6624_e2.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP9816,Laser Diffraction Kit,1,$108.00,https://www.flinnsci.com/laser-diffraction-kit/ap9816/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9816_temp.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP9727,Reflection-Refraction Kit,1,$15.00,https://www.flinnsci.com/reflection-refraction-kit/ap9727/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9727_temp.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP10221,Laser Pointer Holder,1,$17.67,https://www.flinnsci.com/laser-pointer-holder/ap10221/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap10221.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP11459,"360Science™: Particle Nature of Light , 3-Year Access",1,$104.25,https://www.flinnsci.com/360science-particle-nature-of-light--3-year-access/ap11459/,https://www.flinnsci.com/globalassets/flinn-scientific/images-for-landing-pages/pavo/pavo-product-image-for-kit-pages--360science.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP11359,"360Science™: Particle Nature of Light , 1-Year Access",1,$88.61,https://www.flinnsci.com/360science-particle-nature-of-light--1-year-access/ap11359/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/ap11359.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP11458,"360Science™: Diffraction , 3-Year Access",1,$84.00,https://www.flinnsci.com/360science-diffraction--3-year-access/ap11458/,https://www.flinnsci.com/globalassets/flinn-scientific/images-for-landing-pages/pavo/pavo-product-image-for-kit-pages--360science.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP11358,"360Science™: Diffraction , 1-Year Access",1,$71.93,https://www.flinnsci.com/360science-diffraction--1-year-access/ap11358/,https://www.flinnsci.com/globalassets/flinn-scientific/images-for-landing-pages/pavo/pavo-bundle/360science-kits/360_ap11358_diffraction_lores.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP11455,"360Science™: Reflection and Refraction , 3-Year Access",1,$91.22,https://www.flinnsci.com/360science-reflection-and-refraction--3-year-access/ap11455/,https://www.flinnsci.com/globalassets/flinn-scientific/images-for-landing-pages/pavo/pavo-product-image-for-kit-pages--360science.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP11355,"360Science™: Reflection and Refraction , 1-Year Access",1,$75.58,https://www.flinnsci.com/360science-reflection-and-refraction--1-year-access/ap11355/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/ap11355.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP10974,Orion Science Advanced Optics,1,$2207.75,https://www.flinnsci.com/orion-science-advanced-optics/ap10974/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap10974.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP10319,"Investigating Light and Optics, Small-Size Lab Kit, Refill",1,$124.39,https://www.flinnsci.com/investigating-light-and-optics-small-size-lab-kit-refill/ap10319/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/ap7055_e2.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP10241,"Investigating Light and Optics, Small-Size Lab Kit",1,$132.24,https://www.flinnsci.com/investigating-light-and-optics-small-size-lab-kit/ap10241/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/ap7055_e2.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP10163,"Investigating Light and Optics, Full-Size Lab Kit, Refill",1,$175.95,https://www.flinnsci.com/investigating-light-and-optics-full-size-lab-kit-refill/ap10163/,https://www.flinnsci.com/globalassets/flinn-scientific/all-publication-images-and-pdfs/ap7055_e2.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP9919,Sound & Light—NewPath Science Learning Center,1,$23.03,https://www.flinnsci.com/sound--lightnewpath-science-learning-center/ap9919/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9919.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP9657,Light—NewPath Science Learning Center,1,$23.26,https://www.flinnsci.com/light---newpath-science-learning-center/ap9657/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9657.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP8353,Camera Obscura—Historical Inventions Laboratory Kit,1,$174.56,https://www.flinnsci.com/camera-obscura---historical-inventions-laboratory-kit/ap8353/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8353_e2.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP9246,"Laser, 0.8 mW, Unmodulated",1,$715.57,https://www.flinnsci.com/laser-0.8-mw-unmodulated/ap9246/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9246.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP8934,Laser Pointer,1,$29.01,https://www.flinnsci.com/laser-pointer/ap8934/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8934_new_1.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP8125,Laser Optics Demonstrator,1,$3137.92,https://www.flinnsci.com/laser-optics-demonstrator/ap8125/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8125.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP7835,"Dual Laser Pointer, Red and Green",1,$76.01,https://www.flinnsci.com/dual-laser-pointer-red-and-green/ap7835/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7835_new1.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6492,Green Laser Pointer,1,$171.47,https://www.flinnsci.com/green-laser-pointer/ap6492/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6492.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6325,Lumirod,1,$29.53,https://www.flinnsci.com/lumirod/ap6325/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6325.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4507,Laser Pointer Education Kit,1,$31.66,https://www.flinnsci.com/laser-pointer-education-kit/ap4507/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4507_e2.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP9240,"Prism, Right Angle, Glass",1,$10.36,https://www.flinnsci.com/prism-right-angle-glass/ap9240/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9240.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP9236,"Prism, Equilateral, Refraction",1,$18.16,https://www.flinnsci.com/prism-equilateral-refraction/ap9236/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9236.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP5697,Giant Prism,1,$53.29,https://www.flinnsci.com/giant-prism/ap5697/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5697.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP9329,"Index of Refraction Plate, Acrylic",1,$14.63,https://www.flinnsci.com/index-of-refraction-plate-acrylic/ap9329/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9329.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP7790,Fresnel Lens,1,$6.47,https://www.flinnsci.com/fresnel-lens/ap7790/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7790.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP7773,Optical Block Set,1,$17.98,https://www.flinnsci.com/optical-block-set/ap7773/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7773.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6941,Refraction Cube,1,$31.10,https://www.flinnsci.com/refraction-cube/ap6941/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6941.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6039,"Refraction Dish, Semicircle",1,$4.25,https://www.flinnsci.com/refraction-dish-semicircle/ap6039/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6039.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4650,Acrylic Prism Set,1,$52.28,https://www.flinnsci.com/acrylic-prism-set/ap4650/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4650.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6708,"Acrylic Lens Set, 50 mm Diameter",1,$22.36,https://www.flinnsci.com/acrylic-lens-set-50-mm-diameter/ap6708/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6708.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP5782,Lenses Set,1,$43.76,https://www.flinnsci.com/lenses-set/ap5782/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5782.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4652,Neutralizing Lens Sets,1,$7.14,https://www.flinnsci.com/neutralizing-lens-sets/ap4652/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4652.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4651,"Demonstration Lens Set, 50 mm Diameter",1,$31.83,https://www.flinnsci.com/demonstration-lens-set-50-mm-diameter/ap4651/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4651.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP7916,Light Ray Box,1,$68.10,https://www.flinnsci.com/light-ray-box/ap7916/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7916.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,FB0662,"Mirror, Handheld",1,$3.77,https://www.flinnsci.com/mirror-handheld/fb0662/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb0662.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP7302,Concave/Convex Mirror,1,$10.43,https://www.flinnsci.com/concaveconvex-mirror/ap7302/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7302.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6392,Spherical Mirror Set,1,$26.95,https://www.flinnsci.com/spherical-mirror-set/ap6392/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6392.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP5783,Complete Optics System,1,$3653.75,https://www.flinnsci.com/complete-optics-system/ap5783/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5783.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4708,Object and Marker,1,$3.11,https://www.flinnsci.com/object-and-marker/ap4708/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4708.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4707,Screen Support,1,$3.18,https://www.flinnsci.com/screen-support/ap4707/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4707.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6418,Light Source with Battery Holder,1,$10.97,https://www.flinnsci.com/light-source-with-battery-holder/ap6418/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6418.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6070,Economy Light Source,1,$3.99,https://www.flinnsci.com/economy-light-source/ap6070/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6070.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4709,Candle Holder,1,$3.93,https://www.flinnsci.com/candle-holder/ap4709/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4709.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4703,Meter Stick Supports,1,$4.70,https://www.flinnsci.com/meter-stick-supports/ap4703/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4703.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP7823,Magnetic Optics and Ray Box Set,1,$268.96,https://www.flinnsci.com/magnetic-optics-and-ray-box-set/ap7823/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7823.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6098,Meter Stick Optics Bench Kit,1,$46.39,https://www.flinnsci.com/meter-stick-optics-bench-kit/ap6098/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6098_e2.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP5945,Transformer for Blackboard Optics Kit,1,$288.40,https://www.flinnsci.com/transformer-for-blackboard-optics-kit/ap5945/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5945.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP4702,Meter Stick Optical Bench,1,$11.77,https://www.flinnsci.com/meter-stick-optical-bench/ap4702/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap4702.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP6459,Bracken’s Laser Light Show—Demonstration Kit,1,$31.33,https://www.flinnsci.com/brackens-laser-light-show---demonstration-kit/ap6459/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6459.jpg?format=webp&height=880&upscale=false
Physics & Physical Science,Optics & Light,AP8135,Precision Fresnel Biprism Interference Apparatus,1,$2241.38,https://www.flinnsci.com/precision-fresnel-biprism-interference-apparatus/ap8135/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8135.jpg?format=webp&height=880&upscale=false
